LoanID,AS_OF_DATE,Property,Occupancy,Product_Type,Purpose,Mortgagetype,Lien_Position,ORATE,Original_Appraisal_Amount,Origination_Date,First_Payment_Date,Original_Amount,Original_Term,Remaining_Term,Amor_Term,PMI,CITY,STATE,ZIP,FICO,Gross_Margin,LCAP,LFLOOR,ICAP,PCAP,IO_Term,Interest_Reset_Interval,Reset_Index,First_Interest_Rate_Adjustment_Date,First_Recast/Next_Recast,Recast_Frequency,Recast_Cap,Negam_Initial_Minimum_Payment_Period,Negam_Payment_Reset_Frequency,STATUS,DEFERRED_BAL,Modification_Date,Foreclosure_Referral_Date,Current_Property_Value,Current_Value_Date,Current_Principal_Balance,Current_Interest_Rate,LAST_PMT_RECD,Current_FICO_Score,BK_FLAG,MSR,Senior Lien Bal,Senior Lien Bal Date,2nd Lien Piggyback Flag,Junior Lien Bal,Junior Lien Bal Date,SF,Recovery
504913,,SF,P,SUBPRIME,C,CONV,1,0.0825,130000,6/9/2005,8/1/2005,57000,360,320,360,No PMI Insurance,Irvine,KY,40336,542,0.065,0.1425,0.0825,,0.015,,6,6W1BD,7/1/2007,0.015,6,0,,6,FC,0,,1/21/2009,70000,7/26/2010,55658.11,0.1,2/5/2010,532,N,Y,,,N,,,5000,0.75
504958,,SF,P,ALT A,,CONV,1,0.0675,207000,12/20/2006,2/1/2007,165100,360,320,360,No PMI Insurance,Cornelius,OR,97113,697,0.0225,0.1175,0,,0.01,,6,6W2LB,1/1/2012,0.01,6,0,,6,FC,0,,4/7/2009,140000,10/20/2010,165053.57,0.0675,12/2/2010,598,N,Y,,,N,20524.77,12/31/2010,5000,1
500029,,SF,P,SUBPRIME,C,CONV,1,0.0835,340000,3/12/2007,5/1/2007,211000,360,319,480,No PMI Insurance,Charlton,MA,1507,604,0.0535,0.1435,0.0835,,0.01,0,6,6W1BD,4/1/2009,0.01,6,0,,6,90 DPD,0,,,250000,11/9/2010,207846.89,0.0835,11/24/2010,524,N,N,,,N,,,VARIOUS,0.75
500148,,SF,P,SUBPRIME,P,PMI,1,0.085,289500,7/18/2007,9/1/2007,274616,360,319,334,United Guaranty Ins,Midlothian,VA,23112,,,,,,,,,,,,,,,,CURRENT,0,1/5/2010,,244426,4/9/2009,270020.87,0.05,12/31/2010,551,N,N,,,N,,,2500,0.83
500205,,SF,P,SUBPRIME,P,PMI,1,0.075,154000,7/30/2007,9/1/2007,153600,360,319,360,RMIC Ins Company,Romeoville,IL,60446,,,,,,,,,,,,,,,,CURRENT,0,,,112458,5/14/2009,147943.74,0.075,12/13/2010,627,N,N,,,N,,,5000,0.95
500240,,SF,P,SUBPRIME,P,PMI,1,0.06875,90000,3/26/2007,5/1/2007,88900,360,319,360,General Electric Ins,Cleveland,TN,37311,,,,,,,,,,,,,,,,FC,0,,12/24/2010,,,85543.22,0.06875,10/2/2010,524,N,N,,,N,,,2500,0.86
500455,,SF,P,SUBPRIME,C,CONV,1,0.0725,283200,11/3/2006,1/1/2007,175000,360,319,360,No PMI Insurance,Westborough,MA,1581,646,,,,,,,,,,,,,,,90 DPD,0,,,238000,12/2/2010,168843.82,0.0725,12/3/2010,497,N,Y,,,N,,,1500,0.97
500546,,CO,P,PRIME,P,CONV,1,0.06625,150000,12/30/2005,2/1/2006,119920,360,319,360,No PMI Insurance,Washington,DC,20020,,0.07,0.13625,0.06625,,0.015,,6,6WSLB,1/1/2009,0.015,6,0,,6,REO,0,,11/24/2009,35000,10/7/2010,115318.41,0.08125,10/7/2009,573,N,N,,,N,,,5000,0.79
500560,,SF,I,SUBPRIME,C,CONV,1,0.08875,300000,4/27/2007,6/1/2007,210000,360,319,480,No PMI Insurance,Central,UT,84722,647,0.05875,0.15875,0.08875,,0.015,0,6,6W1BD,5/1/2012,0.015,6,0,,6,REPERF,0,,,178125,10/8/2010,207842.22,0.08875,11/29/2010,471,N,N,,,N,,,2500,0.86
500653,,SF,P,SUBPRIME,P,CONV,1,0.0705,272500,12/27/2006,2/1/2007,215200,360,319,480,No PMI Insurance,Bakersfield,CA,93304,650,0.06,0.1305,0.0705,,0.01,,6,6WSLB,1/1/2014,0.01,6,0,,6,90 DPD,0,9/23/2008,,95000,9/27/2010,211555.29,0.0705,3/4/2010,536,N,Y,,,N,,,1500,1
500779,,SF,P,SUBPRIME,P,CONV,1,0.08,150000,7/19/2006,9/1/2006,120000,360,319,540,No PMI Insurance,Bangor,PA,18013,,,,,,,0,,,,,,,,,FC,0,,8/13/2010,145000,12/20/2010,118957.86,0.08,6/17/2010,484,N,Y,,,N,,,1500,0.99
500842,,SF,P,SUBPRIME,C,CONV,1,0.0899,225000,4/13/2005,6/1/2005,202500,360,319,360,No PMI Insurance,Jersey City,NJ,7306,544,0.0799,0.1499,0,,0.01,,6,6W1BD,5/1/2007,0.01,6,0,,6,FC,0,,6/3/2009,270000,10/15/2010,198595.21,0.1199,2/23/2009,488,N,Y,,,N,,,5000,0.94
500871,,SF,P,SUBPRIME,C,PMI,1,0.0775,90000,6/14/2006,8/1/2006,81000,360,319,360,RMIC Ins Company,Elizabeth City,NC,27909,,,,,,,,,,,,,,,,REM,0,,5/1/2010,80231,6/16/2009,78278.16,0.0775,1/6/2010,536,N,N,,,N,,,2500,0.92
500964,,SF,P,SUBPRIME,C,CONV,1,0.0755,430000,7/18/2006,9/1/2006,270000,360,319,480,No PMI Insurance,Compton,CA,90221,681,,,,,,0,,,,,,,,,FC,0,,4/21/2010,235000,9/13/2010,265895.87,0.0755,12/9/2009,570,N,Y,,,N,,,1500,0.83
501096,,SF,P,SUBPRIME,P,PMI,1,0.075,113500,7/24/2007,9/1/2007,113500,360,319,360,General Electric Ins,Horn Lake,MS,38637,,,,,,,,,,,,,,,,CURRENT,0,,,,,109485.87,0.075,12/3/2010,659,N,N,,,N,,,5000,0.97
501131,,CO,P,SUBPRIME,P,PMI,1,0.0675,170000,4/16/2007,6/1/2007,170000,360,319,329,General Electric Ins,Miramar,FL,33025,,,,,,,,,,,,,,,,90 DPD,2271.14,5/17/2010,,79989,7/21/2009,170222.92,0.045,10/8/2010,584,N,N,,,N,,,2500,0.6
501464,,SF,P,SUBPRIME,C,CONV,1,0.0674,190000,10/25/2004,11/28/2004,171000,360,319,360,No PMI Insurance,Jacksonville,FL,32225,616,0.0649,0.1274,0.0674,,0.01,,6,6W1BD,10/28/2006,0.01,6,0,,6,REO,0,,8/13/2008,147915,12/3/2010,165828.14,0.1174,6/26/2008,577,N,N,,,N,,,5000,0.97
501486,,SF,P,SUBPRIME,P,PMI,1,0.0725,180000,7/26/2007,9/1/2007,172900,360,319,360,Triad Guaranty Ins,Acworth,GA,30102,,,,,,,,,,,,,,,,CURRENT,0,,,137103,8/19/2009,166801.64,0.0725,12/13/2010,639,N,N,,,N,,,7500,0.95
501674,,SF,P,PRIME,R,CONV,1,0.07875,167000,7/21/2005,9/1/2005,165000,360,319,360,No PMI Insurance,Norwalk,IA,50211,,0.07875,0.14875,0.07875,,0.015,,6,6WSLB,8/1/2008,0.015,6,0,,6,FC,0,,6/23/2010,135000,12/14/2010,159893.84,0.07875,,546,N,N,,,N,,,5000,1
501835,,SF,I,SUBPRIME,C,CONV,1,0.125,215000,11/21/2006,1/1/2007,139750,360,319,480,No PMI Insurance,Tacoma,WA,98405,534,0.0735,0.195,0.125,,0.015,0,6,6W1BD,12/1/2008,0.015,6,0,,6,FC,0,,9/21/2010,95000,12/9/2010,139250.16,0.125,8/1/2010,567,N,Y,,,N,,,1500,1
501863,,SF,P,SUBPRIME,P,CONV,1,0.067,645000,9/30/2005,11/1/2005,516000,360,319,360,No PMI Insurance,North Miami,FL,33181,597,0.05423,0.127,0.067,,0.015,,6,6WSLB,10/1/2007,0.015,6,0,,6,FC,0,,6/3/2009,432000,11/11/2010,515227.35,0.085,3/10/2009,490,N,Y,,,N,,,5000,0.94
501961,,SF,P,SUBPRIME,C,CONV,1,0.0895,185000,11/4/2005,1/1/2006,138750,360,319,360,No PMI Insurance,Country Club Hills,IL,60478,564,0.0625,0.1495,0.0895,,0.015,,6,6WSLB,12/1/2007,0.015,6,0,,6,FC,0,,1/6/2010,149000,9/28/2010,135459.69,0.10375,11/15/2009,534,N,Y,,,N,,,5000,0.86
502165,,CO,P,SUBPRIME,P,CONV,1,0.0765,160000,3/9/2005,5/1/2005,144000,360,319,360,No PMI Insurance,Chicago,IL,60618,576,,,,,,,,,,,,,,,REO,0,,12/9/2008,140000,9/8/2010,151580.64,0.06,10/20/2008,561,N,Y,,,N,,,5000,0.97
502582,,SF,P,SUBPRIME,P,CONV,1,0.076,725000,11/30/2004,1/1/2005,558000,360,319,360,No PMI Insurance,Stamford,CT,6903,517,,,,,,,,,,,,,,,FC,0,,9/2/2008,659000,12/3/2010,622280.58,0.04,7/11/2008,469,N,Y,,,N,,,5000,0.86
502792,,PD,P,SUBPRIME,P,CONV,2,0.10025,285000,4/19/2006,6/1/2006,57000,360,319,360,No PMI Insurance,Miami,FL,33186,724,,,,,,,,,,,,,,,90 DPD,0,,,143172,12/28/2010,56408.59,0.073,9/14/2009,455,N,Y,220882.96,12/31/2010,Y,,,5000,0.6
502998,,SF,P,SUBPRIME,P,PMI,1,0.07625,188000,6/28/2007,8/1/2007,180000,360,319,360,United Guaranty Ins,Cordova,TN,38016,,,,,,,,,,,,,,,,30 DPD,0,,,128000,10/29/2009,174083.17,0.07625,12/15/2010,513,N,N,,,N,,,2500,0.87
503701,,PD,P,SUBPRIME,R,CONV,1,0.085,228000,9/13/2006,11/1/2006,193800,360,319,540,No PMI Insurance,Jonesboro,GA,30236,,0.075,0.145,0.085,,0.01,0,12,6W1BD,10/1/2009,0.01,12,0,,12,90 DPD,0,,,112150,9/24/2010,192369.9,0.085,9/2/2010,495,Y,Y,,,N,,,1500,0.95
503953,,CO,P,SUBPRIME,P,CONV,1,0.0799,178000,10/3/2006,12/1/2006,150875,360,319,360,No PMI Insurance,Auburn,WA,98002,670,0.0605,0.1399,0.0799,,0.01,,6,6W1BD,11/1/2008,0.01,6,0,,6,FC,0,,8/4/2010,80000,12/1/2010,150443.84,0.08,3/3/2010,595,N,Y,,,N,,,5000,0.6
504577,,SF,P,SUBPRIME,P,CONV,1,0.0675,300000,8/23/2006,10/1/2006,224600,360,319,540,No PMI Insurance,Apple Valley,CA,92307,666,0.06,0.1275,0.0675,,0.01,,12,6W1BD,9/1/2013,0.01,12,0,,12,REO,0,7/16/2008,5/7/2010,90500,11/16/2010,221728.93,0.0675,1/15/2010,502,N,Y,,,N,,,1500,1
504592,,SF,P,SUBPRIME,,CONV,1,0.067,412000,8/29/2005,10/1/2005,309000,360,319,360,No PMI Insurance,Brewster,MA,2631,695,0.0562,0.127,0.067,,0.015,,6,6WSLB,9/1/2007,0.015,6,0,,6,FC,0,,10/16/2009,275000,6/30/2010,298703.24,0.0875,6/22/2009,557,N,Y,,,N,,,5000,0.83
504664,,SF,P,SUBPRIME,P,CONV,1,0.0799,435000,5/8/2006,7/1/2006,348000,360,319,360,No PMI Insurance,Austin,TX,78731,564,,,,,,,,,,,,,,,FC,0,,12/21/2009,360000,10/14/2010,337316.53,0.0799,3/22/2010,450,N,Y,,,N,,,5000,0.86
504890,,SF,P,ALT A,,CONV,1,0.06375,268000,11/20/2006,1/1/2007,210400,360,319,360,No PMI Insurance,Salt Lake City,UT,84116,601,0.0225,0.12375,0,,0.02,,6,6W1BD,12/1/2011,0.02,6,0,,6,90 DPD,0,,,200000,8/11/2010,201670.04,0.06375,6/30/2010,511,N,Y,,,N,,,5000,0.79
500065,,SF,P,SUBPRIME,R,PMI,1,0.07125,140000,6/18/2007,8/1/2007,132900,360,318,360,General Electric Ins,Wichita,KS,67212,,,,,,,,,,,,,,,,CURRENT,0,,,,,127495.92,0.07125,12/20/2010,680,N,N,,,N,,,2500,0.95
500118,,PD,P,SUBPRIME,P,CONV,1,0.0689,315000,2/23/2007,4/1/2007,236000,360,318,321,No PMI Insurance,Beltsville,MD,20705,754,,,,,,60,,,,,,,,,90 DPD,0,7/15/2010,,175000,12/23/2010,244171.03,0.0489,9/13/2010,599,N,Y,,,N,,,1500,0.95
500215,,SF,P,SUBPRIME,P,PMI,1,0.06625,90500,6/15/2007,8/1/2007,89000,360,318,360,RMIC Ins Company,Clinton,IA,52732,,,,,,,,,,,,,,,,CURRENT,0,,,,,85398.04,0.06625,12/8/2010,630,N,N,,,N,,,6250,0.97
500236,,SF,P,SUBPRIME,P,PMI,1,0.07125,90000,6/25/2007,8/1/2007,89900,360,318,360,General Electric Ins,Throop,PA,18512,,,,,,,,,,,,,,,,CURRENT,0,,,,,86561.14,0.07125,11/30/2010,515,N,N,,,N,,,6250,0.87
500385,,SF,P,SUBPRIME,P,PMI,1,0.07875,94000,6/18/2007,8/1/2007,94000,360,318,360,United Guaranty Ins,Lindale,TX,75771,,,,,,,,,,,,,,,,CURRENT,0,,,,,90378.8,0.07875,12/9/2010,621,N,N,,,N,,,2500,0.95
500477,,2F,P,SUBPRIME,P,CONV,1,0.067,200000,11/9/2005,1/1/2006,160000,360,318,360,No PMI Insurance,Washington,DC,20019,707,,,,,,,,,,,,,,,REO,0,,9/3/2009,195000,2/17/2010,155714.63,0.05,4/21/2009,678,N,Y,,,N,,,5000,0.82
500565,,SF,P,SUBPRIME,P,PMI,1,0.06875,385000,5/4/2007,7/1/2007,385000,360,318,360,United Guaranty Ins,Staten Island,NY,10309,,,,,,,,,,,,,,,,30 DPD,0,,,,,370051.49,0.06875,11/30/2010,690,N,N,,,N,,,3750,0.95
500636,,CO,P,SUBPRIME,C,CONV,1,0.0675,160000,10/18/2006,12/1/2006,111000,360,318,480,No PMI Insurance,South Windsor,CT,6074,591,,,,,,0,,,,,,,,,FC,0,,11/18/2010,144000,7/14/2010,108913.77,0.0675,9/16/2010,499,N,Y,,,N,,,1500,0.87
500704,,SF,P,SUBPRIME,C,CONV,1,0.06875,160000,4/20/2007,6/1/2007,128000,360,318,360,No PMI Insurance,Mableton,GA,30126,,0.01,0.06875,0.05875,,0,,12,PAYHS,5/1/2009,0,12,0,48,12,60 DPD,0,,,132901,11/5/2010,122659.22,0.05875,11/20/2010,690,N,N,,,N,,,2500,0.83
500745,,CO,P,SUBPRIME,P,PMI,1,0.0725,111900,6/29/2007,8/1/2007,111900,360,318,360,United Guaranty Ins,Rochester,MN,55904,,,,,,,,,,,,,,,,CURRENT,0,,,78880,2/9/2010,107852.29,0.0725,12/10/2010,737,N,N,,,N,,,2500,0.95
500907,,SF,P,SUBPRIME,P,PMI,1,0.07,84000,6/22/2007,8/1/2007,82900,360,318,360,Mortgage Guaranty Co,Springfield,MO,65804,,,,,,,,,,,,,,,,CURRENT,0,,,,,79762.64,0.07,12/1/2010,680,N,N,,,N,,,5000,0.85
500908,,SF,P,SUBPRIME,R,CONV,1,0.08025,635000,7/6/2006,9/1/2006,508000,360,318,360,No PMI Insurance,Missoula,MT,59803,600,,,,,,0,,,,,,,,,FC,0,,8/14/2010,450000,8/25/2010,492063.01,0.08025,6/25/2010,458,N,Y,,,N,,,1500,0.83
501315,,SF,P,SUBPRIME,C,CONV,1,0.07875,275000,6/29/2007,8/1/2007,188000,360,318,360,No PMI Insurance,Winston Salem,NC,27107,,,,,,,,,,,,,,,,CURRENT,0,,,,,181935.42,0.07875,12/14/2010,515,N,N,,,N,,,8750,1
501316,,SF,P,SUBPRIME,R,CONV,1,0.067,275000,2/9/2007,4/1/2007,140000,360,318,600,No PMI Insurance,Grass Valley,CA,95949,602,0.063,0.137,0.067,,0.015,,6,6W1BD,3/1/2010,0.015,6,0,,6,90 DPD,0,,,195000,11/17/2010,138681.76,0.067,11/18/2010,704,N,Y,,,N,,,5000,0.97
501423,,PD,P,SUBPRIME,R,CONV,1,0.052,650000,12/28/2004,2/1/2005,520000,360,318,0,No PMI Insurance,Renton,WA,98058,606,0.0615,0.122,0.052,,0.015,24,6,6WSLB,1/1/2007,0.015,6,0,,6,FC,0,,3/24/2009,365000,12/13/2010,514289.28,0.11,6/30/2008,440,N,Y,,,N,,,5000,0.94
501524,,SF,P,SUBPRIME,P,PMI,1,0.07125,160000,4/24/2007,6/1/2007,155000,360,318,360,RMIC Ins Company,Raceland,LA,70394,,,,,,,,,,,,,,,,60 DPD,0,,,,,149156.36,0.07125,11/5/2010,606,N,N,,,N,,,2500,0.97
501563,,MH,S,SUBPRIME,P,PMI,1,0.08125,93100,9/11/2006,11/1/2006,57600,360,318,360,PMI Mortgage Ins Co,Bronson,FL,32621,,,,,,,,,,,,,,,,90 DPD,0,,,45000,7/9/2010,55483.84,0.08125,4/12/2010,602,N,Y,,,N,,,5000,0.94
501695,,TH,P,SUBPRIME,P,CONV,1,0.0795,173000,12/19/2006,2/1/2007,137729,360,318,360,No PMI Insurance,Richmond,TX,77469,593,0.06,0.1395,0.0795,,0.01,,6,6WSLB,1/1/2009,0.01,6,0,,6,90 DPD,0,,,145000,10/22/2010,132964.13,0.0795,7/3/2010,598,N,Y,,,N,,,1500,1
501859,,SF,P,SUBPRIME,P,CONV,1,0.1005,160000,5/18/2006,7/1/2006,148200,360,318,360,No PMI Insurance,Gretna,LA,70056,588,0.06,0.1605,0.1005,,0.01,0,6,6WSLB,6/1/2008,0.01,6,0,,6,FC,0,,8/4/2009,141000,7/21/2010,145049.42,0.1005,4/7/2010,535,N,Y,,,N,,,1500,0.95
501967,,PD,P,SUBPRIME,P,CONV,1,0.0775,250000,8/30/2006,10/1/2006,186300,360,318,540,No PMI Insurance,Aurora,CO,80015,,,,,,,0,,,,,,,,,FC,0,,7/7/2009,245000,10/1/2010,184504.43,0.0775,12/30/2010,615,N,Y,,,N,,,1500,0.79
502100,,SF,P,SUBPRIME,P,CONV,1,0.07,270000,2/4/2005,4/1/2005,229500,360,318,360,No PMI Insurance,Orange,NJ,7051,501,0.0699,0.14,0.07,,0.015,,6,6WSLB,3/1/2007,0.015,6,0,,6,FC,0,,6/3/2009,150000,10/29/2010,222739.42,0.10875,8/20/2008,532,N,Y,,,N,,,5000,0.95
502103,,SF,P,SUBPRIME,R,CONV,1,0.0735,375000,8/30/2005,10/1/2005,356250,360,318,360,No PMI Insurance,Frederick,MD,21702,503,,,,,,,,,,,,,,,90 DPD,0,,,240000,8/4/2010,379954.36,0.05,11/7/2009,460,N,Y,,,N,,,5000,0.83
502144,,SF,P,SUBPRIME,R,CONV,1,0.0625,590000,8/29/2006,10/1/2006,442500,360,318,600,No PMI Insurance,Rancho Cucamonga,CA,91737,728,,,,,,,,,,,,,,,90 DPD,0,,,350000,10/6/2010,437632,0.0625,12/22/2010,655,N,Y,,,N,,,5000,0.94
502466,,SF,P,SUBPRIME,R,CONV,1,0.0845,195000,9/19/2006,11/1/2006,175500,360,318,360,No PMI Insurance,Columbia,SC,29205,652,,,,,,,,,,,,,,,FC,0,,8/4/2010,185000,10/26/2010,170410.31,0.0845,5/11/2010,606,N,Y,,,N,,,5000,0.83
502884,,2F,P,SUBPRIME,C,CONV,1,0.095,330000,5/11/2006,7/1/2006,231000,360,318,360,No PMI Insurance,Bridgeport,CT,6604,529,0.0699,0.155,0.095,,0.015,,6,6WSLB,6/1/2008,0.015,6,0,,6,90 DPD,0,,,85000,9/20/2010,224514.78,0.09625,12/21/2010,503,N,Y,,,N,,,5000,0.94
503055,,SF,P,SUBPRIME,P,CONV,1,0.07875,187500,10/30/2006,12/1/2006,158950,360,318,360,No PMI Insurance,Alvin,TX,77511,659,,,,,,,,,,,,,,,90 DPD,0,,,139000,10/15/2010,153822.79,0.07875,7/6/2010,516,N,Y,,,N,,,5000,0.95
503540,,SF,P,SUBPRIME,C,CONV,1,0.0888,350000,10/19/2006,12/1/2006,238700,360,318,360,No PMI Insurance,Missouri City,TX,77459,,,,,,,,,,,,,,,,90 DPD,0,,,95000,7/14/2010,232314.33,0.0888,7/26/2010,554,N,Y,,,N,,,5000,0.82
503611,,SF,P,SUBPRIME,C,CONV,1,0.08625,275000,10/5/2006,12/1/2006,183750,360,318,480,No PMI Insurance,Monroe,WA,98272,,0.07125,0.14625,0.08625,,0.01,,6,6WSLB,11/1/2008,0.01,6,0,,6,90 DPD,0,,,230631,4/9/2009,181775.97,0.08625,11/26/2010,585,N,Y,,,N,,,5000,0.83
503821,,PD,P,ALT A,,CONV,1,0.055,383000,6/7/2007,8/1/2007,230000,360,318,360,No PMI Insurance,Centreville,VA,20121,701,0.0225,0.105,0.0225,,0.01,,6,6WSLB,7/1/2012,0.01,6,0,,6,CURRENT,0,,,383000,5/26/2007,229683.45,0.055,12/17/2010,783,N,Y,,,N,,,5000,0.95
503968,,SF,P,SUBPRIME,C,CONV,1,0.0745,472000,11/8/2005,1/1/2006,424800,360,318,360,No PMI Insurance,Oakland,CA,94603,646,0.06,0.1345,0.0745,,0.01,0,6,6W1BD,12/1/2009,0.01,6,0,,6,FC,0,12/18/2007,9/3/2009,135000,10/26/2010,409922.09,0.0745,7/13/2009,479,N,Y,,,N,,,5000,0.95
504733,,SF,S,SUBPRIME,CN,CONV,1,0.06625,1796000,5/29/2006,5/1/2007,1485000,360,318,360,No PMI Insurance,Hatteras,NC,27943,,,,,,,,,,,,,,,,90 DPD,0,,,750000,12/22/2010,1188494.22,0.06625,,584,N,N,,,N,,,VARIOUS,0.75
504776,,SF,P,SUBPRIME,C,CONV,2,0.12,160000,9/19/2006,11/1/2006,24000,360,318,360,No PMI Insurance,Papillion,NE,68046,639,,,,,,,,,,,,,,,90 DPD,0,,,139000,11/9/2010,23591.93,0.12,3/1/2010,590,Y,Y,137853,10/29/2009,N,,,5000,0.95
504975,,PD,S,SUBPRIME,P,CONV,1,0.0695,240000,10/12/2005,12/1/2005,191000,360,318,360,No PMI Insurance,Magnolia,TX,77354,709,,,,,,0,,,,,,,,,FC,0,,8/4/2009,198000,12/1/2010,183704.68,0.0695,5/27/2009,549,N,Y,,,N,,,5000,0.92
500130,,SF,P,SUBPRIME,P,CONV,1,0.0665,118600,12/30/2004,2/1/2005,97200,360,317,0,No PMI Insurance,Largo,FL,33771,670,0.0699,0.1365,0.0665,,0.015,0,6,6WSLB,1/1/2007,0.015,6,0,,6,FC,0,,11/4/2008,52500,12/3/2010,94148.66,0.1025,7/30/2008,494,N,Y,,,N,,,5000,0.6
500439,,SF,P,SUBPRIME,C,CONV,1,0.06875,575000,4/13/2005,6/1/2005,495000,360,317,360,No PMI Insurance,Fairfield,CA,94534,,0.065,0.13875,0.06875,,0.015,,6,6WSLB,5/1/2008,0.015,6,0,,6,FC,0,,5/5/2009,325000,10/19/2010,492028.34,0.06875,9/7/2010,560,N,N,,,N,,,5000,0.99
500450,,SF,P,SUBPRIME,P,PMI,1,0.08625,135000,4/26/2007,6/1/2007,134000,360,317,360,General Electric Ins,Oklahoma City,OK,73162,,,,,,,,,,,,,,,,30 DPD,0,,,114600,5/21/2009,130136.21,0.08625,12/21/2010,629,N,N,,,N,,,2500,0.6
500557,,SF,P,SUBPRIME,R,CONV,1,0.0829,407000,6/14/2006,8/1/2006,225000,360,317,360,No PMI Insurance,Bakersfield,CA,93311,481,,,,,,,,,,,,,,,FC,0,,7/14/2010,180000,8/31/2010,219535.32,0.05,5/26/2010,537,N,Y,,,N,,,5000,0.82
500658,,SF,P,SUBPRIME,P,PMI,1,0.06875,162000,6/25/2007,8/1/2007,157140,360,317,360,United Guaranty Ins,Southaven,MS,38671,,,,,,,,,,,,,,,,CURRENT,0,,,118414,4/30/2009,150890.96,0.06875,12/29/2010,696,N,N,,,N,,,3750,0.95
500784,,SF,P,SUBPRIME,P,PMI,1,0.07375,152000,5/29/2007,7/1/2007,152000,360,317,360,PMI Mortgage Ins Co,Memphis,TN,38133,,,,,,,,,,,,,,,,CURRENT,0,,,,,146013.39,0.07375,12/28/2010,589,N,N,,,N,,,2500,0.83
500809,,SF,P,SUBPRIME,P,CONV,1,0.095,87000,7/31/2006,10/1/2006,64000,360,317,360,No PMI Insurance,Morristown,TN,37814,541,,,,,,,,,,,,,,,90 DPD,0,,,90000,11/24/2010,62114.7,0.095,5/14/2010,438,N,Y,,,N,,,5000,0.75
500817,,PD,P,SUBPRIME,P,CONV,1,0.0775,335000,6/30/2006,8/1/2006,263500,360,317,540,No PMI Insurance,North Las Vegas,NV,89081,646,0.0675,0.1375,0.0775,,0.01,,12,6W1BD,7/1/2013,0.01,12,0,,12,90 DPD,0,4/23/2008,,110000,9/15/2010,260889.78,0.0775,2/1/2010,481,N,Y,,,N,,,5000,0.82
500918,,SF,P,SUBPRIME,P,PMI,1,0.06375,130000,3/15/2007,5/1/2007,110000,360,317,360,United Guaranty Ins,Conover,NC,28613,,,,,,,,,,,,,,,,60 DPD,0,,,,,105220,0.06375,12/15/2010,560,N,N,,,N,,,2500,0.95
500951,,MF,P,SUBPRIME,C,CONV,1,0.06625,135000,5/3/2007,7/1/2007,107500,360,317,360,No PMI Insurance,Cincinnati,OH,45206,,,,,,,,,,,,,,,,CURRENT,0,,,,,103006.58,0.06625,12/14/2010,705,N,N,,,N,,,2500,0.92
501058,,SF,P,SUBPRIME,R,CONV,1,0.075,155000,1/25/2007,3/1/2007,113000,360,317,360,No PMI Insurance,Port Matilda,PA,16870,,,,,,,,,,,,,,,,90 DPD,0,,,154368,5/21/2010,108986.11,0.075,12/22/2010,582,N,N,,,N,,,2500,0.82
501159,,2F,P,SUBPRIME,P,CONV,1,0.0699,900000,8/14/2006,10/1/2006,719200,360,317,480,No PMI Insurance,East Elmhurst,NY,11369,756,0.04554,0.1299,0.0699,,0.015,,6,6WSLB,9/1/2008,0.015,6,0,,6,90 DPD,0,,,475000,3/23/2010,706463.09,0.0699,12/1/2010,640,N,Y,,,N,,,5000,0.95
501169,,CO,P,SUBPRIME,P,CONV,1,0.0894,128000,8/3/2006,10/1/2006,127500,360,317,360,No PMI Insurance,Tampa,FL,33613,625,0.0794,0.1494,0.0894,,0.01,60,6,6WSLB,9/1/2009,0.01,6,0,,6,FC,0,,11/4/2009,51500,12/2/2010,127450,0.0894,11/1/2010,560,N,Y,,,N,,,1500,0.83
501222,,SF,P,SUBPRIME,C,CONV,1,0.0805,231000,1/12/2007,3/1/2007,184000,360,317,480,No PMI Insurance,Phoenix,AZ,85042,625,0.06,0.1405,0.0805,,0.01,,6,6WSLB,2/1/2009,0.01,6,0,,6,90 DPD,0,,,60000,12/20/2010,181334.37,0.0805,10/29/2010,520,N,Y,,,N,,,1500,0.83
501367,,SF,I,SUBPRIME,C,CONV,1,0.075,432000,2/7/2007,4/1/2007,345600,360,317,360,No PMI Insurance,Succasunna,NJ,7876,687,,,,,,,,,,,,,,,REPERF,0,10/30/2007,,275000,7/27/2010,333324.81,0.075,12/30/2010,559,N,N,,,N,,,2500,0.79
501428,,SF,P,SUBPRIME,R,PMI,1,0.0775,135000,6/7/2007,8/1/2007,121500,360,317,360,RMIC Ins Company,Winston-Salem,NC,27103,,,,,,,,,,,,,,,,CURRENT,0,,,,,117377.73,0.0775,12/30/2010,702,N,N,,,N,,,2500,0.85
501562,,SF,P,SUBPRIME,P,PMI,1,0.07,68000,5/9/2007,7/1/2007,68000,360,317,360,General Electric Ins,Lancaster,PA,17603,,,,,,,,,,,,,,,,CURRENT,0,,,,,65230.91,0.07,12/3/2010,592,N,N,,,N,,,2500,0.83
501571,,SF,P,SUBPRIME,R,CONV,1,0.0675,165000,5/24/2007,7/1/2007,126500,360,317,360,No PMI Insurance,Eaton,CO,80615,,,,,,,,,,,,,,,,CURRENT,0,,,,,121356.11,0.0675,12/4/2010,698,N,N,,,N,,,7500,0.6
